"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20024835," 24835 (1995 SM55)",24835,,,N,N,0,4.65,,,,,,,,,,8.08,,,,,,,,,26,2460200.5,60200,2023-09-13.0000000,J2000,.1093740652379711,42.07955435561004,37.47714243233479,26.98938290223654,20.91337773593375,69.18387943023664,340.7979439477503,46.68196627888528,.00361074963691288,2465518.524782429136,2038-04-05.0247824,99702.28794588841,272.969987531522,36.5868,14238.484956,32.9108,5.161,1.2005E-5,.0009078,.00031356,2.8738E-5,4.0387E-5,.0053489,.0047933,.0010071,1.1684E-7,1.1582,3.2264,TNO,"Otto Matic",14736,1982-09-16,2023-01-20,324,,,2,.47128,,,,,,,,,
20024952," 24952 (1997 QJ4)",24952,,,N,N,0,7.55,,,,,,,,,,,,,,,,,,,13,2460200.5,60200,2023-09-13.0000000,J2000,.2329033916837226,39.73614315768017,30.48146064382651,16.54687133591034,346.7320555965729,81.3992230630499,349.4428496733298,48.99082567153383,.003934825764977451,2462883.503252808763,2031-01-17.0032528,91490.70924670613,250.487910326369,29.5356,11494.369452,25.6929,5.283,1.5563E-5,.0011329,.00025549,2.4168E-5,9.1143E-5,.0027264,.0020486,.0013968,1.6828E-7,.40694,3.9127,TNO,"Otto Matic",9223,1997-08-28,2022-11-28,105,,,2,.68287,,,,,,,,,
20024978," 24978 (1998 HJ151)",24978,,,N,N,0,7.28,,,,,,,,,,,,,,,,,,,4,2460200.5,60200,2023-09-13.0000000,J2000,.04601184962952674,43.20482565876619,41.21689171728512,2.399406553977772,50.5206931239365,123.9733934952428,83.54441331634524,45.19275960024726,.003470608997894731,2436128.524918098457,1957-10-17.0249181,103728.1930111908,283.992314883479,40.2213,15652.923321,35.767,5.872,.00023354,.017114,.014599,.0010155,.0020249,.38218,.38174,.017901,2.0621E-6,96.691,61.632,TNO,"Otto Matic",3301,1998-04-28,2007-05-12,30,,,4,.15673,,,,,,,,,
20026181," 26181 (1996 GQ21)",26181,,,N,N,0,4.86,,,,,,,,,,,,,,,,,,,"JPL 21",2460200.5,60200,2023-09-13.0000000,J2000,.5846223146427547,92.05116578882837,38.23600017979957,13.37524108766163,194.3200256467269,356.1448239137503,13.89220444265974,145.8663313978572,.001115989566486303,2447752.171754065419,1989-08-13.6717541,322583.661004521,883.185930197183,37.2355,14490.939535,32.7767,6.696,1.5195E-5,.0037962,.00019168,2.0905E-5,8.9793E-5,.0006883,.00099099,.0060155,6.9034E-8,.12338,19.955,TNO,"Otto Matic",15798,1980-03-20,2023-06-21,425,,,1,.44958,,,,,,,,,
20026308," 26308 (1998 SM165)",26308,,,N,N,1,5.78,,,,,,,,,,7.98,,,,,,,,,22,2460200.5,60200,2023-09-13.0000000,J2000,.373068151059921,48.11639250026804,30.1656989145196,13.46664854438225,182.9970495282541,132.2458531652766,52.2401617433506,66.06708608601649,.002953007061861871,2442510.003279544082,1975-04-07.5032795,121909.6305760339,333.770378031578,29.1673,11351.038141,25.2023,5.596,7.5256E-6,.0010553,.00032316,2.8618E-5,9.095E-5,.0017991,.002326,.0014491,9.7153E-8,.20593,4.0108,TNO,"Otto Matic",14645,1982-10-12,2022-11-16,365,,,2,.59104,,,,,,,,,
20026375," 26375 (1999 DE9)",26375,,,N,N,0,4.92,,,,,,,,,,24,,,,,,,,,"JPL 32",2460200.5,60200,2023-09-13.0000000,J2000,.4158879842260125,55.01388277316958,32.13426996218993,7.626513150917648,323.0320577010296,158.6625504288388,33.38891568052357,77.89349558414924,.002415436514775111,2446377.360589675967,1985-11-07.8605897,149041.383533741,408.05306922311,31.1499,12122.606583,26.8567,5.956,1.0241E-5,.0012869,.00020124,1.9772E-5,.00013438,.0011488,.0015587,.0018221,8.4756E-8,.16153,5.2297,TNO,"Otto Matic",12168,1990-01-29,2023-05-24,503,,,2,.46049,,,,,,,,,
20028978," 28978 Ixion (2001 KX76)",28978,Ixion,,N,N,0,3.47,,,,,,,,,,,,,,,,,,,19,2460200.5,60200,2023-09-13.0000000,J2000,.2468541558147185,39.52834388624774,29.77060792545416,19.66731801921166,71.08969404190854,299.8904594951741,292.0516988834755,49.28607984704131,.003965894392030166,2477333.659484295116,2070-08-10.1594843,90773.97540475447,248.525600013017,28.8153,11214.050301,25.032,5.162,3.1361E-6,.00025058,.00013731,1.5302E-5,1.535E-5,.0010239,.0012504,.00031244,3.7712E-8,.15698,.86318,TNO,"Davide Farnocchia",14565,1982-07-17,2022-06-02,197,,,1,.30358,,,,,,,,,
20029981," 29981 (1999 TD10)",29981,,,N,N,0,8.80,,,,,,,,,,15.382,,,,,,,,,17,2460200.5,60200,2023-09-13.0000000,J2000,.875355858891935,98.68195130874521,12.30012706374644,5.96548304861722,184.4545325627032,172.9679198338784,8.751862586156967,185.063775553744,.001005419909887912,2451495.816016635616,1999-11-13.3160166,358059.3505853035,980.313074839982,11.2958,4395.986486,7.34332,4.241,7.5247E-6,.0061659,2.7604E-5,1.2062E-5,.00015624,.00030804,.00082853,.011563,9.4232E-8,.0084077,33.559,TNO,"Otto Matic",6695,1997-09-05,2016-01-04,238,,,1,.46088,,,,,,,,,
20032929," 32929 (1995 QY9)",32929,,,N,N,0,8.66,,,,,,,,,,7,,,,,,,,,11,2460200.5,60200,2023-09-13.0000000,J2000,.2698786533492192,40.05495025276889,29.24497421858165,4.829736801044571,341.9678980055509,26.05086279849807,24.0857642456277,50.86492628695613,.003887942011888797,2454005.509392635817,2006-09-27.0093926,92593.97359815786,253.508483499405,28.2442,10991.795314,24.3025,5.454,1.7774E-5,.00114,.00012081,2.0337E-5,.0002372,.00048439,.0011891,.0014477,1.6599E-7,.061783,3.9531,TNO,"Otto Matic",8907,1995-08-31,2020-01-19,227,,,2,.65489,,,,,,,,,
20033001," 33001 (1997 CU29)",33001,,,N,N,0,6.42,,,,,,,,,,,,,,,,,,,9,2460200.5,60200,2023-09-13.0000000,J2000,.0364159897767511,43.34773415278671,41.7691835090335,1.459026188044205,350.1494641547606,273.3086856857116,244.6438368175858,44.92628479653991,.003453460333566152,2493603.565922374095,2115-02-26.0659224,104243.2705831176,285.402520419213,40.7531,15859.883927,36.4607,5.887,1.8932E-5,.0016566,.0024026,5.4193E-5,.0014955,.036848,.036286,.0017169,1.9797E-7,8.6321,5.9757,TNO,"Otto Matic",8393,1997-02-06,2020-01-30,177,,,3,.631,,,,,,,,,
20033128," 33128 (1998 BU48)",33128,,,N,N,0,6.94,,,,,,,,,,12.6,,,,,,,,,17,2460200.5,60200,2023-09-13.0000000,J2000,.3863957361061722,33.16254665771993,20.34868003075496,14.25977779712643,132.8059292989983,281.8608313130447,86.56448257928358,45.9764132846849,.005160981031372986,2443427.626382936025,1977-10-11.1263829,69754.18003120009,190.976536704175,19.39,7546.0063,15.505,4.670,2.3635E-6,.00065179,.00035273,3.1361E-5,9.6565E-5,.0019977,.0029116,.00090364,1.5215E-7,.073706,2.0565,TNO,"Otto Matic",8809,1998-01-22,2022-03-06,212,,,2,.63642,,,,,,,,,
20033340," 33340 (1998 VG44)",33340,,,N,N,0,6.49,,,,,,,,,,,,,,,,,,,19,2460200.5,60200,2023-09-13.0000000,J2000,.2544111717107564,39.34928687201951,29.33838869292634,3.039415377543874,127.9419011399762,323.8079486724127,14.49451946721543,49.36018505111268,.003992995077828822,2456570.513189423520,2013-10-05.0131894,90157.88724581871,246.838842562132,28.3542,11034.604014,24.1908,5.444,1.5203E-5,.00094862,.00010931,2.1216E-5,.00022885,.00049607,.00042801,.00119,1.4439E-7,.064153,3.2602,TNO,"Otto Matic",8826,1998-11-14,2023-01-13,169,,,2,.57173,,,,,,,,,
20035671," 35671 (1998 SN165)",35671,,,N,N,0,5.66,,,,,,,,,,8.84,,,,,,,,,"JPL 27",2460200.5,60200,2023-09-13.0000000,J2000,.04649976839979017,38.20744624343658,36.43080884196934,4.590605676897671,192.0388658536157,255.7209201178088,307.5190306060508,39.98408364490381,.004173323566503217,2472775.841585105622,2058-02-16.3415851,86262.18270960478,236.172984831225,35.449,13795.68733,31.3029,5.532,3.7526E-6,.00047687,.00034928,2.8928E-5,6.106E-5,.011006,.010691,.00049904,7.8131E-8,2.3272,1.615,TNO,"Otto Matic",9106,1998-09-15,2023-08-21,483,,,2,.5365,,,,,,,,,
20038083," 38083 Rhadamanthus (1999 HX11)",38083,Rhadamanthus,,N,N,0,7.03,,,,,,,,,,,,,,,,,,,11,2460200.5,60200,2023-09-13.0000000,J2000,.1564115744195347,38.7839798510221,32.71771650026822,12.78976284197591,10.08247368727283,78.32517845959114,112.4071987185351,44.85024320177597,.004080613998800933,2432653.861491293868,1948-04-12.3614913,88222.01759484825,241.538720314437,31.757,12358.87169,27.7326,5.393,1.0244E-5,.0019873,.0019684,7.8808E-5,.00010756,.014114,.015953,.0022981,3.1364E-7,1.8103,6.7808,TNO,"Otto Matic",7703,1999-03-20,2020-04-21,79,,,3,.73049,,,,,,,,,
20038084," 38084 (1999 HB12)",38084,,,N,N,0,7.07,,,,,,,,,,,,,,,,,,,17,2460200.5,60200,2023-09-13.0000000,J2000,.4103742535633546,55.22102215840469,32.5597364091439,13.15703284350765,166.5440672332112,66.64310575912178,3.983221041100184,77.88230790766548,.002401858464523119,2458542.108758411566,2019-02-27.6087584,149883.9358427712,410.359851725588,31.5712,12286.563904,27.269,5.880,1.6477E-5,.0017688,.00013402,1.4758E-5,.00010972,.00060719,.00014087,.0024946,1.154E-7,.094539,7.2013,TNO,"Otto Matic",8465,1999-03-20,2022-05-23,292,,,2,.57207,,,,,,,,,
20038628," 38628 Huya (2000 EB173)",38628,Huya,,N,N,1,4.81,,,,,,,,,,5.28,,,,,,,,,"JPL 42",2460200.5,60200,2023-09-13.0000000,J2000,.2733060867361858,39.27711263218735,28.54243868038781,15.47497793540493,169.4386137137379,68.02333348986254,12.44152798816453,50.01178658398689,.004004006213213063,2457093.230099391961,2015-03-11.7300994,89909.95039218824,246.160028452261,27.5626,10726.537042,23.3179,5.227,4.5221E-6,.00028862,3.2283E-5,3.2144E-6,3.3603E-5,.00023223,.00016113,.00036751,4.4135E-8,.031478,.99104,TNO,"Otto Matic",9939,1996-04-09,2023-06-26,826,,,1,.42737,,,,,,,,,
20040314," 40314 (1999 KR16)",40314,,,N,N,0,5.64,,,,,,,,,,11.7,,,,,,,,,"JPL 24",2460200.5,60200,2023-09-13.0000000,J2000,.3016072575224921,48.57505422161622,33.92446533382819,24.85949719376803,205.740089867109,59.27673100480794,352.7793721004683,63.22564310940425,.00291128104547489,2462680.723580871716,2030-06-28.2235809,123656.9037398712,338.554151238525,32.9785,12834.242845,28.9904,5.393,9.5079E-6,.00083722,.00013024,1.8898E-5,2.9893E-5,.00097681,.00065494,.0010897,7.5266E-8,.16646,3.1969,TNO,"Otto Matic",8804,1999-05-16,2023-06-23,461,,,2,.48361,,,,,,,,,
20042301," 42301 (2001 UR163)",42301,,,N,N,0,4.16,,,,,,,,,,,,,,,,,,,20,2460200.5,60200,2023-09-13.0000000,J2000,.2823277146514035,51.99489302753237,37.31529370552496,.7519392016297539,301.986846710435,344.7003827242041,82.502125280901,66.67449234953979,.00262883325706502,2428816.947977757594,1937-10-10.4479778,136942.8810414262,374.929174651406,36.2983,14126.209411,32.121,6.165,7.5503E-6,.0010695,.00081608,4.5652E-6,.0039891,.0049922,.003578,.0013715,8.1113E-8,.45312,4.2254,TNO,"Otto Matic",14750,1982-07-27,2022-12-14,383,,,2,.42207,,,,,,,,,
20042355," 42355 Typhon (2002 CR46)",42355,Typhon,,N,N,1,7.64,,,,,,,192.000,,0.050,5.,,,,,,,,50.000,"JPL 37",2460200.5,60200,2023-09-13.0000000,J2000,.5339695192279406,37.51922421333087,17.48510209833328,2.431511186154673,352.0190172758582,158.5115004746091,27.27643187466125,57.55334632832847,.004288676608268821,2453840.395388225197,2006-04-14.8953882,83941.97858283341,229.820612136436,16.495,6419.35915,12.0935,4.675,2.9202E-6,.0002625,1.3417E-5,8.5262E-6,.00013617,.00018797,.00032024,.00040266,4.5007E-8,.0081713,.88092,TNO,"Otto Matic",12227,1989-12-28,2023-06-20,504,,,1,.4738,,,,,,,,,
20044594," 44594 (1999 OX3)",44594,,,N,N,0,7.05,,,,,,,,,,9.26,,,,,,,,,"JPL 50",2460200.5,60200,2023-09-13.0000000,J2000,.4621741127596916,32.7285889159986,17.60228237187027,2.620708741156446,259.1652615560964,144.2521648588744,359.2517471966177,47.85489546012693,.005263966927891597,2460342.646182457504,2024-02-02.1461825,68389.48742107554,187.240211967353,16.6108,6464.425036,12.6261,4.602,2.4603E-6,.00018376,1.9066E-5,3.4778E-6,.00016952,.00026366,6.9068E-5,.0002687,4.4334E-8,.011965,.57599,TNO,"Otto Matic",8761,1999-07-21,2023-07-16,965,,,1,.41273,,,,,,,,,
20045802," 45802 (2000 PV29)",45802,,,N,N,0,7.87,,,,,,,,,,,,,,,,,,,5,2460200.5,60200,2023-09-13.0000000,J2000,.009986107712360597,43.68639711636599,43.25014004919699,1.178425953628557,173.2102269626295,89.40076710166026,70.88433159801212,44.12265418353498,.00341338071135039,2439433.894223415205,1966-11-04.3942234,105467.2860847034,288.753692223692,42.234,16436.20578,37.8988,5.913,.00044659,.03265,.014216,.00047099,.022816,2.2985,2.3283,.032976,3.8266E-6,659.19,118.24,TNO,"Otto Matic",8384,1999-07-21,2022-07-04,20,,,5,.24581,,,,,,,,,
20047171," 47171 Lempo (1999 TC36)",47171,Lempo,,N,N,2,4.94,,,,,,,,,,6.21,,,,,,,,,"JPL 42",2460200.5,60200,2023-09-13.0000000,J2000,.2321425299902634,39.80591906888227,30.56527230764427,8.409402263705982,97.12630155007066,295.2476266489329,11.78019746604498,49.04656583012027,.003924484248933139,2457198.781374362147,2015-06-25.2813744,91731.798923098,251.147977886648,29.5797,11511.531849,25.6376,5.453,6.5665E-6,.00040608,5.0691E-5,7.8683E-6,9.44E-5,.00036942,.00023571,.00050035,6.0053E-8,.055296,1.4037,TNO,"Otto Matic",17938,1974-06-18,2023-07-29,850,,,1,.39718,,,,,,,,,
20047932," 47932 (2000 GN171)",47932,,,N,N,0,6.28,,,,,,,,,,8.329,,,,,,,,,19,2460200.5,60200,2023-09-13.0000000,J2000,.2778482230587674,39.1848922161858,28.29743954316925,10.83130527021101,26.20877538908924,195.1240220735002,20.03462332829682,50.07234488920236,.004018149481237479,2455214.467643103533,2010-01-17.9676431,89593.48119849685,245.29358302121,27.2898,10620.371466,22.8748,5.311,1.2527E-5,.00079902,8.6758E-5,2.7342E-5,7.2417E-5,.0004877,.00068803,.001021,1.229E-7,.065551,2.7403,TNO,"Otto Matic",10895,1989-04-07,2019-02-04,291,,,2,.53978,,,,,,,,,
20048639," 48639 (1995 TL8)",48639,,,N,N,1,4.91,,,,,,,,,,,,,,,,,,,20,2460200.5,60200,2023-09-13.0000000,J2000,.2423426646116275,53.04717508994315,40.19158132852678,.244198598279586,260.5627473867091,85.80232547388181,47.80276342191758,65.90276885135953,.002551001310441843,2441461.676454026212,1972-05-24.1764540,141121.0564755244,386.368395552428,39.1842,15249.315114,35.2126,6.294,1.0093E-5,.00116,.0003727,3.2819E-5,.0044668,.0051795,.0029922,.0014412,8.3678E-8,.56216,4.629,TNO,"Otto Matic",9903,1995-10-15,2022-11-25,329,,,2,.4934,,,,,,,,,
20049673," 49673 (1999 RA215)",49673,,,N,N,0,7.61,,,,,,,,,,,,,,,,,,,7,2460200.5,60200,2023-09-13.0000000,J2000,.1095090174308615,43.47001113280384,38.70965292594188,22.505468900917,132.2836470972748,267.6627451808971,317.8641902446048,48.2303693396658,.003438899205361498,2472453.202751421835,2057-03-30.7027514,104684.661719289,286.610983488813,37.7942,14708.368814,34.1244,5.428,3.1825E-5,.0040704,.0024979,.00016544,.00019201,.033246,.030687,.0045161,4.8301E-7,7.2106,14.703,TNO,"Otto Matic",8439,1999-07-20,2022-08-27,43,,,3,.45147,,,,,,,,,
20050000," 50000 Quaoar (2002 LM60)",50000,Quaoar,,N,N,1,2.42,,,,,,,,,,8.84,,,,,,,,,"JPL 45",2460200.5,60200,2023-09-13.0000000,J2000,.03951031438155043,43.31266644652319,41.60136937851783,7.991292718616751,189.0994463902501,159.8952795446137,292.8963326515351,45.02396351452855,.003457655276480471,2479607.775156929292,2076-10-31.2751569,104116.7991640977,285.0562605451,40.5958,15798.667486,36.6392,5.830,1.0448E-6,6.8347E-5,6.7563E-5,9.9127E-7,3.7308E-5,.0016709,.0016408,7.1047E-5,8.1842E-9,.42919,.24644,TNO,"Davide Farnocchia",24913,1954-05-25,2022-08-09,716,,,0,.42016,,,,,,,,,
20052747," 52747 (1998 HM151)",52747,,,N,N,0,7.78,,,,,,,,,,,,,,,,,,,4,2460200.5,60200,2023-09-13.0000000,J2000,.06048711771111941,44.34078205345457,41.65873594998418,.5469178380818198,63.99169292025032,251.6721938168778,320.575576853296,47.02282815692497,.003338097756843632,2472010.945954099954,2056-01-13.4459541,107845.8530047368,295.265853537952,40.6446,15817.658982,36.5791,5.945,.00056142,.026829,.026281,.001569,.0075418,.40744,.37211,.028452,3.0297E-6,101.45,97.881,TNO,"Otto Matic",2220,1998-04-29,2004-05-27,22,,,4,.21564,,,,,,,,,
20052975," 52975 Cyllarus (1998 TF35)",52975,Cyllarus,,N,N,0,8.90,,,,,,,,,,,,,,,,,,,11,2460200.5,60200,2023-09-13.0000000,J2000,.3804452581279083,26.2137813876839,16.24087256113794,12.62607443455153,51.79943340606386,301.4973469403689,90.88697954949612,36.18669021422986,.007343609314109245,2447824.163560794914,1989-10-24.6635608,49022.21572549258,134.215511911,15.2542,5936.477014,11.3715,4.250,4.4974E-6,.00073154,.00034094,2.1193E-5,.00014167,.0028258,.004543,.0010099,3.0741E-7,.10075,2.0521,CEN,"Otto Matic",7773,1998-10-12,2020-01-23,84,,,2,.6822,,,,,,,,,
20053311," 53311 Deucalion (1999 HU11)",53311,Deucalion,,N,N,0,6.71,,,,,,,,,,,,,,,,,,,7,2460200.5,60200,2023-09-13.0000000,J2000,.06103396864309648,43.85513006852759,41.17847743508616,.3689389003516321,51.33819492908508,246.3594649336355,303.842085927059,46.53178270196903,.003393700158991363,2476748.194681910747,2069-01-01.6946819,106078.9059534933,290.428216162884,40.1621,15629.884457,36.0232,5.914,1.1332E-5,.0013961,.0011035,9.5458E-5,.0017953,.021928,.021056,.0014813,1.6205E-7,5.4195,5.0653,TNO,"Otto Matic",7744,1999-04-12,2020-06-24,128,,,2,.7824,,,,,,,,,
20054520," 54520 (2000 PJ30)",54520,,,N,N,0,7.99,,,,,,,,,,,,,,,,,,,4,2460200.5,60200,2023-09-13.0000000,J2000,.7673950992487636,123.7824944134351,28.79241482777756,5.707380642659378,293.2805294549532,304.101454175396,13.30186596220793,218.7725739990927,.0007156739815416559,2441614.011870930448,1972-10-23.5118709,503022.3387812879,1377.20010617738,27.7834,10812.465778,23.4322,6.266,.002301,1.0616,.04334,.0032367,.0073515,.087551,.17603,1.8763,9.2071E-6,6.9395,6471.3,TNO,"Otto Matic",1115,1999-07-21,2002-08-09,24,,,5,.31445,,,,,,,,,
20055565," 55565 (2002 AW197)",55565,,,N,N,0,3.47,,,,,,,,,,8.86,,,,,,,,,"JPL 31",2460200.5,60200,2023-09-13.0000000,J2000,.12548735744443,46.98199711354392,41.08635044830346,24.38792882411293,297.4770614910336,297.1999019695843,298.0885655057122,52.87764377878438,.003060602038125395,2480429.015083982715,2079-01-30.5150840,117623.9169665124,322.036733652327,40.1455,15623.424235,36.1469,5.541,4.9733E-6,.00013325,.00021093,1.6451E-5,2.6066E-5,.00098048,.00092437,.00014997,1.3021E-8,.21732,.50041,TNO,"Otto Matic",9208,1997-12-29,2023-03-16,598,,,1,.3709,,,,,,,,,
20055576," 55576 Amycus (2002 GB10)",55576,Amycus,,N,N,0,7.44,,,,,,,100.900,,0.180,9.76,,,,,,,,40.100,12,2460200.5,60200,2023-09-13.0000000,J2000,.3910175770241195,25.00901643834237,15.23005142686536,13.33612304078737,315.5377987852012,239.1419159506246,59.50311588920519,34.78798144981938,.007880597669038461,2452649.915845325679,2003-01-10.4158453,45681.81439009116,125.069991485534,14.2497,5545.555749,9.96708,4.135,1.8773E-6,9.2754E-5,1.2285E-5,1.8576E-5,4.8737E-5,.00020438,.0004104,.00012902,4.3842E-8,.010772,.25414,CEN,"Otto Matic",12686,1987-11-24,2022-08-18,136,,,1,.6162,,,,,,,,,
20055636," 55636 (2002 TX300)",55636,,,N,N,0,3.52,,,,,,,,,,8.12,,,,,,,,,"JPL 44",2460200.5,60200,2023-09-13.0000000,J2000,.1239516827863409,43.6137751859585,38.20777435899378,25.84008781860739,324.490518823547,344.075687594123,78.34033176391844,49.01977601292321,.003421909764037253,2437306.754353273594,1961-01-07.2543533,105204.4106432728,288.033978489453,37.2,14477.124,33.1515,5.290,2.2748E-6,9.5417E-5,8.6995E-5,5.9567E-6,3.2774E-5,.00066191,.00073157,.00010724,1.123E-8,.13958,.34525,TNO,"Otto Matic",24934,1954-08-27,2022-12-02,1019,,,1,.35798,,,,,,,,,
20055637," 55637 (2002 UX25)",55637,,,N,N,1,3.85,,,,,,,,,,14.382,,,,,,,,,"JPL 43",2460200.5,60200,2023-09-13.0000000,J2000,.1440271221631209,42.9898964200999,36.79818535662226,19.38050138956929,204.5405012334305,274.7768734951333,307.6435020474174,49.18160748357754,.003496668617751151,2475173.751307484563,2064-09-10.2513075,102955.1379768811,281.875805549298,35.8697,13959.411149,31.882,5.487,2.9052E-6,.00013468,.00012204,2.1136E-5,1.9826E-5,.00088809,.00080145,.00015408,1.6432E-8,.16134,.48381,TNO,"Otto Matic",11656,1991-10-12,2023-09-10,676,,,1,.43957,,,,,,,,,
20055638," 55638 (2002 VE95)",55638,,,N,N,0,5.59,,,,,,,,,,6.76,,,,,,,,,19,2460200.5,60200,2023-09-13.0000000,J2000,.292214868986201,39.49998179618271,27.95749979065386,16.32308713288954,199.6494992122076,207.2666623020807,31.71363750887648,51.04246380171156,.003970166593087164,2452212.513409186376,2001-10-30.0134092,90676.29570679233,248.258167575065,26.9746,10497.705082,23.0072,5.189,1.0781E-5,.0007337,9.8878E-5,1.5232E-5,9.4238E-5,.00084949,.0012738,.00094809,1.1062E-7,.10979,2.5264,TNO,"Otto Matic",11819,1990-10-12,2023-02-20,426,,,2,.32985,,,,,,,,,
20058534," 58534 Logos (1997 CQ29)",58534,Logos,,N,N,1,6.87,,,,,,,,,,1.1,,,,,,,,,16,2460200.5,60200,2023-09-13.0000000,J2000,.1200459532425017,44.96504542068326,39.56717368056496,2.89983814847724,132.6191256225934,333.5517173278525,71.00556220270251,50.36291716080157,.003268823859247017,2438478.447891918888,1964-03-23.9478919,110131.3547322574,301.523216241636,38.5829,15015.307193,34.3523,5.945,2.0643E-5,.0024358,.0012641,4.3117E-5,.00087549,.016269,.017741,.0027282,2.6561E-7,3.6662,8.9489,TNO,"Otto Matic",8476,1997-02-04,2020-04-20,112,,,3,.81156,,,,,,,,,
20059358," 59358 (1999 CL158)",59358,,,N,N,0,6.91,,,,,,,,,,,,,,,,,,,16,2460200.5,60200,2023-09-13.0000000,J2000,.2085931989823492,41.30089135278408,32.68580630468441,10.03157992565337,120.0902688912375,327.0059781847626,56.96993267991684,49.91597640088376,.003713341890234213,2444858.542710868311,1981-09-11.0427109,96947.71196446271,265.42836951256,31.7055,12338.829435,27.5758,5.552,1.1428E-5,.0010236,.00035974,3.4628E-5,.00013271,.0036071,.0042675,.0012371,1.3804E-7,.58156,3.604,TNO,"Otto Matic",7737,1999-02-11,2020-04-18,195,,,2,.6862,,,,,,,,,
20060454," 60454 (2000 CH105)",60454,,,N,N,0,6.73,,,,,,,,,,,,,,,,,,,15,2460200.5,60200,2023-09-13.0000000,J2000,.08264909877457931,44.04978250942297,40.40910768380294,1.165252852333797,320.165444305776,294.675965141705,305.0052521679487,47.69045733504301,.003371230296442808,2476513.460846988000,2068-05-11.9608470,106785.94113842,292.363973000465,39.3938,15330.885146,35.0749,5.916,1.2114E-5,.0020746,.0016182,6.2307E-5,.0027359,.023995,.022562,.0022461,2.3816E-7,5.5429,7.544,TNO,"Otto Matic",8061,2000-02-05,2022-03-02,107,,,3,.65932,,,,,,,,,
20060458," 60458 (2000 CM114)",60458,,,N,N,1,7.39,,,,,,,,,,,,,,,,,,,6,2460200.5,60200,2023-09-13.0000000,J2000,.3991667818267191,59.01925743774618,35.46073038051838,19.71730430969921,312.3550773383286,251.5830235968474,345.8244917554806,82.57778449497397,.002173769357011118,2466721.664813920461,2041-07-21.1648139,165610.9461838175,453.418059367057,34.511,13430.64587,30.3801,5.902,2.9504E-5,.0038973,.00071687,9.7654E-5,.00012618,.0036976,.0026403,.005453,2.1531E-7,.5876,16.404,TNO,"Otto Matic",7318,2000-02-05,2020-02-18,84,,,2,.63471,,,,,,,,,
20060608," 60608 (2000 EE173)",60608,,,N,N,0,8.47,,,,,,,,,,,,,,,,,,,14,2460200.5,60200,2023-09-13.0000000,J2000,.5371757392848344,48.737427143829,22.5568636870019,5.953551072524045,294.0559916474002,235.1533496922241,17.50906043519408,74.9179906006561,.002896744395767581,2454156.107384353109,2007-02-24.6073844,124277.4476498493,340.253107870908,21.566,8392.84022,17.1589,5.242,1.4415E-5,.0016559,6.4718E-5,5.0032E-6,.00021796,.00036114,.00096414,.0025454,1.4763E-7,.026642,6.3336,TNO,"Otto Matic",7417,2000-03-03,2020-06-23,180,,,2,.61871,,,,,,,,,
20060620," 60620 (2000 FD8)",60620,,,N,N,0,6.65,,,,,,,,,,,,,,,,,,,19,2460200.5,60200,2023-09-13.0000000,J2000,.2179987857060971,43.49567962007541,34.01367427943754,19.55209669632279,184.9233130257206,82.20148299998866,331.2635279665832,52.97768496071328,.003435855512853915,2468564.202118994956,2046-08-06.7021190,104777.3978426043,286.864881157028,33.0563,12864.520271,29.0592,5.438,1.1264E-5,.0011699,.00046092,4.1433E-5,5.9222E-5,.0040434,.0034558,.0014249,1.3862E-7,.67143,4.2272,TNO,"Otto Matic",8050,2000-02-12,2022-02-26,217,,,2,.6239,,,,,,,,,
20060621," 60621 (2000 FE8)",60621,,,N,N,1,6.88,,,,,,,,,,,,,,,,,,,12,2460200.5,60200,2023-09-13.0000000,J2000,.3994576309085492,54.87935250154941,32.95737636548532,5.884320806787866,4.025254805140715,142.4074520931092,37.03319581387727,76.80132863761351,.002424323693050582,2444924.818819292008,1981-11-16.3188193,148495.0219444516,406.557212715816,31.97,12441.7649,27.5853,6.018,2.0836E-5,.0026246,.00046192,4.65E-5,.00025707,.0026024,.0035666,.0036731,1.7392E-7,.37816,10.653,TNO,"Otto Matic",7362,2000-03-27,2020-05-23,166,,,2,.76544,,,,,,,,,
